"Time","0Interest","1Cliche","2Dumb","3Wtf","4Funny"
"1766","90","1","1","1","1"
"1768","90","1","1","1","1"
"1770","90","1","1","1","1"
"1772","84","1","1","1","1"
"1774","84","1","1","1","1"
"1776","84","1","1","1","1"
"1778","84","1","1","1","1"
"1780","84","1","1","1","1"
"1782","84","1","1","1","1"
"1784","84","1","1","1","1"
"1786","84","1","1","1","1"
"1788","84","1","1","1","1"
"1790","84","1","1","1","1"
"1792","84","1","1","1","1"
"1794","84","1","1","1","1"
"1796","84","1","1","1","1"
"1798","84","1","1","1","1"
"1800","84","1","1","1","1"
"1802","84","1","1","1","1"
"1804","84","1","1","1","1"
"1806","84","1","1","1","1"
"1808","84","1","1","1","1"
"1810","84","1","1","1","1"
"1812","84","1","1","1","1"
"1814","78","1","1","1","1"
"1816","78","1","1","1","1"
"1818","78","1","1","1","1"
"1820","78","1","1","1","1"
"1822","78","1","1","1","1"
"1824","78","1","1","1","1"
"1826","78","1","1","1","1"
"1828","78","1","1","1","1"
"1830","78","1","1","1","1"
"1832","78","1","1","1","1"
"1834","78","1","1","1","1"
"1836","78","1","1","1","1"
"1838","78","1","1","1","1"
"1840","78","1","1","1","1"
"1842","78","1","1","1","1"
"1844","78","1","1","1","1"
"1846","78","1","1","1","1"
"1848","78","1","1","1","1"
"1850","78","1","1","1","1"
"1852","78","1","1","1","1"
"1854","78","1","1","1","1"
"1856","78","1","1","1","1"
"1858","78","1","1","1","1"
"1860","82","1","1","1","1"
"1862","82","1","1","1","1"
"1864","82","1","1","1","1"
"1866","82","1","1","1","1"
"1868","82","1","1","1","1"
"1870","82","1","1","1","1"
"1872","82","1","1","1","1"
"1874","82","1","1","1","1"
"1876","82","1","1","1","1"
"1878","82","1","1","1","1"
"1880","82","1","1","1","1"
"1882","82","1","1","1","1"
"1884","82","1","1","1","1"
"1886","82","1","1","1","1"
"1888","82","1","1","1","1"
"1890","82","1","1","1","1"
"1892","74","1","1","1","1"
"1894","74","1","1","1","1"
"1896","74","1","1","1","1"
"1898","74","1","1","1","1"
"1900","74","1","1","1","1"
"1902","74","1","1","1","1"
"1904","74","1","1","1","1"
